,Bids,Asks
82,514.7234099597222,520.7234099597222
83,514.3187106632437,520.3187106632437
84,514.2565153462714,520.2565153462714
85,513.2993989278675,519.2993989278675
86,513.3407738842698,519.3407738842698
87,513.4767938538645,519.4767938538645
88,513.554059708691,519.554059708691
89,512.9772712837388,518.9772712837388
90,512.9058780913729,518.9058780913729
91,511.6327421172758,517.6327421172758
92,511.4839936526792,517.4839936526791
93,510.695983651572,516.695983651572
94,510.7318417974281,516.731841797428
95,510.6324669639832,516.6324669639832
96,509.8159929982738,515.8159929982738
97,509.2467690472032,515.2467690472032
98,508.76301785906185,514.7630178590618
99,508.8764415445775,514.8764415445775
100,508.18672184053366,514.1867218405337
101,508.5385415423746,514.5385415423746
102,508.7961048031583,514.7961048031583
103,509.297526615038,515.297526615038
104,509.0557782697528,515.0557782697528
105,508.8182996107377,514.8182996107378
106,508.9792154686181,514.9792154686181
107,508.011861768468,514.011861768468
108,507.6709388824864,513.6709388824864
109,508.214453571192,514.214453571192
110,507.9497983089088,513.9497983089088
111,508.5269274124881,514.5269274124881
112,507.4736695306621,513.473669530662
113,507.3665332599676,513.3665332599676
114,507.3151895831601,513.3151895831601
115,507.8362533769435,513.8362533769434
116,507.19838262983353,513.1983826298335
117,506.4876753448759,512.4876753448759
118,506.3505456007393,512.3505456007392
119,506.5219019676062,512.5219019676063
120,507.4679305315916,513.4679305315915
121,507.37697940781857,513.3769794078186
122,506.6705964323904,512.6705964323903
123,506.6522702897353,512.6522702897353
124,505.7451663516704,511.7451663516704
125,505.14284196261696,511.14284196261696
126,506.2880927409481,512.2880927409481
127,506.6617451198717,512.6617451198717
128,507.0885768625267,513.0885768625267
129,507.0443731426221,513.0443731426221
130,505.86300221088567,511.86300221088567
131,506.5655965336107,512.5655965336107
132,506.2037530654866,512.2037530654866
133,506.2146513039739,512.2146513039738
134,505.8988051648974,511.8988051648974
135,504.7938035267848,510.7938035267848
136,504.9965333317117,510.9965333317117
137,504.8846037904996,510.8846037904996
138,504.6308319808291,510.6308319808291
139,504.75682069400506,510.75682069400506
140,503.710615160814,509.710615160814
141,503.62553462628375,509.62553462628375
142,502.7619901613481,508.7619901613481
143,503.31107399106384,509.31107399106384
144,503.0488345631929,509.0488345631929
145,503.41058696432816,509.41058696432816
146,502.970382718562,508.970382718562
147,502.16894278264056,508.16894278264056
148,502.4845275526351,508.4845275526351
149,503.14454003399607,509.14454003399607
150,502.9454793694112,508.9454793694112
151,502.7646145222976,508.7646145222976
152,502.954951509693,508.954951509693
153,503.7847793271432,509.7847793271432
154,503.62181683138704,509.62181683138704
155,504.1838085855604,510.1838085855604
156,503.810616879852,509.810616879852
157,503.6858075826874,509.6858075826874
158,503.4718214698014,509.4718214698014
159,503.20888680825647,509.20888680825647
160,503.0223956262558,509.0223956262558
161,503.1655308677653,509.1655308677653
162,502.5001256342295,508.5001256342295
163,501.5991959087175,507.5991959087175
164,500.8552652937239,506.8552652937239
165,500.5677211365992,506.5677211365992
166,500.4587741924488,506.4587741924488
167,500.61427592937935,506.61427592937935
168,500.9986409473685,506.9986409473685
169,500.71217526471713,506.71217526471713
170,500.4532881514129,506.4532881514129
171,500.7057539877212,506.7057539877212
172,500.3690843901993,506.3690843901993
173,499.6259940115908,505.6259940115908
174,500.1407072279932,506.1407072279932
175,500.1557189911487,506.1557189911487
176,499.9992681386389,505.9992681386389
177,499.3985193433397,505.3985193433397
178,499.55808066778434,505.55808066778434
179,498.6990923086559,504.6990923086559
180,499.0648198355331,505.0648198355331
181,498.70113099562826,504.70113099562826
182,498.4394200579157,504.4394200579157
183,498.9180827978354,504.9180827978354
184,498.7698779189339,504.7698779189339
185,499.0470756474559,505.0470756474559
186,498.4701231388105,504.4701231388105
187,497.1491717490637,503.1491717490637
188,497.59039664047134,503.59039664047134
189,497.8294460691183,503.8294460691183
190,498.0986596426692,504.0986596426692
191,498.2113701805293,504.2113701805293
192,497.8334393610592,503.8334393610592
193,499.2974640403059,505.2974640403059
194,499.6279430490531,505.6279430490531
195,500.1105317024117,506.1105317024117
196,499.7238311831036,505.7238311831036
197,499.8416836304294,505.8416836304294
198,499.8607675621696,505.8607675621696
199,500.4186718159032,506.4186718159032
200,501.9137399251589,507.9137399251589
201,502.91969560068543,508.91969560068543
202,502.4173008619735,508.4173008619735
203,502.564750312222,508.564750312222
204,502.5925697529653,508.5925697529653
205,501.8563988669868,507.8563988669868
206,501.2467637455543,507.2467637455543
207,501.35917966771984,507.35917966771984
208,501.3902321288657,507.3902321288657
209,501.62750545821166,507.62750545821166
210,500.9201591628826,506.9201591628826
211,500.9896417199507,506.9896417199507
212,500.4668905445454,506.4668905445454
213,500.50053981044255,506.50053981044255
214,501.2657137032696,507.2657137032696
215,501.2800819898797,507.2800819898797
216,500.6954572114634,506.6954572114634
217,500.5147251577155,506.5147251577155
218,499.87963313296063,505.87963313296063
219,499.4192690717279,505.4192690717279
220,498.4164276147704,504.4164276147704
221,499.1463041837118,505.1463041837118
222,498.3434766031535,504.3434766031535
223,498.45933615708327,504.45933615708327
224,498.4928091010351,504.4928091010351
225,498.7252493080858,504.7252493080858
226,499.2615417755423,505.2615417755423
227,498.898470942375,504.898470942375
228,498.450038708021,504.450038708021
229,498.5835405568483,504.5835405568483
230,498.90974600629175,504.90974600629175
231,498.00525223568246,504.00525223568246
232,497.9783817820029,503.9783817820029
233,498.1555658702704,504.1555658702704
234,498.4162760012769,504.4162760012769
235,498.4270216743166,504.4270216743166
236,498.6026638231894,504.6026638231894
237,498.818260554775,504.818260554775
238,498.9644819831148,504.9644819831148
239,498.80502938579394,504.80502938579394
240,499.52046253469854,505.52046253469854
241,500.611153261948,506.611153261948
242,500.3467313498985,506.3467313498985
243,499.8117308907428,505.8117308907428
244,499.0051967182375,505.0051967182375
245,498.57567720194993,504.57567720194993
246,498.80150541077086,504.80150541077086
247,499.3798694122335,505.3798694122335
248,499.0655062990249,505.0655062990249
249,499.891468175604,505.891468175604
250,500.1147836734136,506.1147836734136
251,499.9052481517196,505.9052481517196
252,499.58459929572814,505.58459929572814
253,498.80641218964064,504.80641218964064
254,498.9994928757504,504.9994928757504
255,498.0447395770814,504.0447395770814
256,497.8688328990413,503.8688328990413
257,497.7679678141046,503.7679678141046
258,497.2917096523529,503.2917096523529
259,496.8554188313846,502.8554188313846
260,496.3176938896367,502.3176938896367
261,496.2858386366529,502.2858386366529
262,496.28184149320856,502.28184149320856
263,496.6350123002053,502.6350123002053
264,496.2748087590384,502.2748087590384
265,496.7621615158158,502.7621615158158
266,496.4067650734058,502.4067650734058
267,495.60998838545953,501.60998838545953
268,494.5449234863538,500.5449234863538
269,494.2907754484901,500.2907754484901
270,494.59061316209886,500.59061316209886
271,494.0094182350711,500.0094182350711
272,493.613892784967,499.613892784967
273,493.34678489278747,499.34678489278747
274,493.2700691375577,499.2700691375577
275,493.31746038399575,499.31746038399575
276,493.5141380207791,499.5141380207791
277,493.6920058291658,499.6920058291658
278,494.2424885907883,500.2424885907883
279,493.4495660706351,499.4495660706351
280,493.5070880389569,499.5070880389569
281,494.0937185783102,500.0937185783102
282,495.44897894204365,501.44897894204365
283,494.6825500616633,500.6825500616633
284,494.46597864564393,500.46597864564393
285,494.93953158636646,500.93953158636646
286,494.8821751441949,500.8821751441949
287,494.1963398813544,500.1963398813544
288,493.7013297142825,499.7013297142825
289,493.3192387043951,499.3192387043951
290,492.3501038473863,498.3501038473863
291,492.097739545325,498.097739545325
292,492.5598119529573,498.5598119529573
293,492.1030611683007,498.1030611683007
294,492.0488343993154,498.0488343993154
295,492.15487557904646,498.15487557904646
296,491.0051498482224,497.0051498482224
297,492.246037584726,498.246037584726
298,493.5831193799133,499.5831193799133
299,493.0541397862287,499.0541397862287
300,493.0914658292184,499.0914658292184
301,492.3391819543106,498.3391819543106
302,492.0845690788773,498.0845690788773
303,492.0163288707561,498.0163288707561
304,491.3886740375042,497.3886740375042
305,491.5236074500132,497.5236074500132
306,490.9075002231123,496.9075002231123
307,491.100925237046,497.100925237046
308,491.8530114074314,497.8530114074314
309,491.9257933166324,497.9257933166324
310,491.7312674899615,497.7312674899615
311,491.6566747170746,497.6566747170746
312,492.0098940641231,498.0098940641231
313,492.1801399307649,498.1801399307649
314,491.47515751348567,497.47515751348567
315,491.4580349679841,497.4580349679841
316,491.0196006162929,497.0196006162929
317,491.4907516270388,497.4907516270388
318,491.0799217624821,497.0799217624821
319,491.4493360275734,497.4493360275734
320,491.6398715568578,497.6398715568578
321,491.48019196175136,497.48019196175136
322,490.9294500516463,496.9294500516463
323,490.62311020328286,496.62311020328286
324,489.8074546174678,495.8074546174678
325,489.6504992525444,495.6504992525444
326,489.2420061497405,495.2420061497405
327,488.48203752134776,494.48203752134776
328,487.94677703185175,493.94677703185175
329,487.6717884554563,493.6717884554563
330,487.35562177510906,493.35562177510906
331,486.7638811931403,492.7638811931403
332,486.4892485972032,492.4892485972032
333,486.546987077378,492.546987077378
334,487.66567343956206,493.66567343956206
335,487.51498033499246,493.51498033499246
336,487.1799022357797,493.1799022357797
337,487.4212265888408,493.4212265888408
338,487.2590448531767,493.2590448531767
339,487.3768293916023,493.3768293916023
340,487.1034164746487,493.1034164746487
341,486.4734488267924,492.4734488267924
342,486.4558773001011,492.4558773001011
343,486.4874339185315,492.4874339185315
344,486.0181027178616,492.0181027178616
345,487.198180737567,493.198180737567
346,487.0295258546821,493.0295258546821
347,486.9742619703764,492.9742619703764
348,486.4456714772005,492.4456714772005
349,486.3836044944512,492.3836044944512
350,485.623819184324,491.623819184324
351,485.7942553171775,491.7942553171775
352,484.250373781435,490.250373781435
353,483.6060563473417,489.6060563473417
354,483.4386806508506,489.4386806508506
355,482.4190739108899,488.4190739108899
356,482.24188256273465,488.24188256273465
357,481.3299157430273,487.3299157430273
358,480.9760489197329,486.9760489197329
359,481.2111320864231,487.2111320864231
360,480.7519448026253,486.7519448026253
361,479.97341986465767,485.97341986465767
362,478.8155437930471,484.8155437930471
363,478.2946008680571,484.2946008680571
364,478.686284146267,484.686284146267
365,478.1422500278137,484.1422500278137
366,478.2156342798394,484.2156342798394
367,478.1117748299287,484.1117748299287
368,478.5082911750344,484.5082911750344
369,478.9747117645446,484.9747117645446
370,478.4978417542778,484.4978417542778
371,477.86356296917785,483.86356296917785
372,477.7015178089111,483.7015178089111
373,478.0107082905235,484.0107082905235
374,477.79313527009566,483.79313527009566
375,477.60646444849374,483.60646444849374
376,477.8874679176233,483.8874679176233
377,477.5703222381754,483.5703222381754
378,477.3634863317437,483.3634863317437
379,477.071163156442,483.071163156442
380,477.01619390521125,483.01619390521125
381,477.3057463726036,483.3057463726036
382,477.5384597163224,483.5384597163224
383,477.6944266975306,483.6944266975306
384,477.3696347352167,483.3696347352167
385,476.9593996384004,482.9593996384004
386,478.670293780322,484.670293780322
387,478.93030671934446,484.93030671934446
388,478.0397008914498,484.0397008914498
389,478.4315681478666,484.4315681478666
390,478.6216259683216,484.6216259683216
391,478.18963870565153,484.18963870565153
392,477.6733405956169,483.6733405956169
393,478.1950783638341,484.1950783638341
394,478.2251423045777,484.2251423045777
395,477.6836638171415,483.6836638171415
396,476.9631523052543,482.9631523052543
397,476.8152957267484,482.8152957267484
398,477.4450338674778,483.4450338674778
399,478.88128160066873,484.88128160066873
400,478.49401099860177,484.49401099860177
401,478.4762352806033,484.4762352806033
402,477.7484699706281,483.7484699706281
403,478.348925234525,484.348925234525
404,478.4222582907481,484.4222582907481
405,479.0966442178016,485.0966442178016
406,478.7437998574634,484.7437998574634
407,478.7787083962912,484.7787083962912
408,479.1389992252844,485.1389992252844
409,478.6789816674912,484.6789816674912
410,479.1203750421582,485.1203750421582
411,479.2643978715985,485.2643978715985
412,478.5450667266172,484.5450667266172
413,479.1613124901754,485.1613124901754
414,479.6357291010469,485.6357291010469
415,479.8522335994939,485.8522335994939
416,480.3460450543356,486.3460450543356
417,480.4016245596776,486.4016245596776
418,480.96870261095137,486.96870261095137
419,480.4034355413573,486.4034355413573
420,480.2540735431004,486.2540735431004
421,480.6244081580865,486.6244081580865
422,481.060504725268,487.060504725268
423,480.34634079664335,486.34634079664335
424,480.2011764672632,486.2011764672632
425,479.8013474802175,485.8013474802175
426,479.0850159728678,485.0850159728678
427,478.77727810444793,484.77727810444793
428,478.7327180167981,484.7327180167981
429,477.8171002056662,483.8171002056662
430,477.3427280760649,483.3427280760649
431,476.123888760666,482.123888760666
432,475.53698778610817,481.53698778610817
433,476.3413539741216,482.3413539741216
434,475.9267415164479,481.9267415164479
435,475.6210577997929,481.6210577997929
436,475.9091444474655,481.9091444474655
437,474.7810688878344,480.7810688878344
438,475.1873681558163,481.1873681558163
439,474.81934057357387,480.81934057357387
440,474.9468032222301,480.9468032222301
441,475.7838282787104,481.7838282787104
442,475.65043677677846,481.65043677677846
443,475.0155706246817,481.0155706246817
444,474.10437847534047,480.10437847534047
445,473.9038449976263,479.9038449976263
446,472.7999332276962,478.7999332276962
447,472.50267838896406,478.50267838896406
448,471.60214518020257,477.60214518020257
449,471.9738867776137,477.9738867776137
450,472.0575890613995,478.0575890613995
451,472.30892684204633,478.30892684204633
452,472.16564154288506,478.16564154288506
453,472.1287894811168,478.1287894811168
454,471.38105204269823,477.38105204269823
455,471.0855001925784,477.0855001925784
456,471.35851476844255,477.35851476844255
457,471.3625653717144,477.3625653717144
458,471.0580845790084,477.0580845790084
459,470.925129298322,476.925129298322
460,471.4475911876144,477.4475911876144
461,471.4730357288437,477.4730357288437
462,471.696119782316,477.696119782316
463,472.268087996986,478.268087996986
464,472.3580244974479,478.3580244974479
465,471.5282369958235,477.5282369958235
466,471.66602250161327,477.66602250161327
467,471.39764816365147,477.39764816365147
468,471.413994211136,477.413994211136
469,471.8103257252721,477.8103257252721
470,472.0152298025705,478.0152298025705
471,472.0536771734154,478.0536771734154
472,472.5850691624595,478.5850691624595
473,471.9114147696076,477.9114147696076
474,472.816610459497,478.816610459497
475,473.67315203178975,479.67315203178975
476,472.9978975403241,478.9978975403241
477,472.8134627893367,478.8134627893367
478,472.76004172906,478.76004172906
479,473.0561514176758,479.0561514176758
480,472.31866058928495,478.31866058928495
481,472.7366952448566,478.7366952448566
482,472.2380245502338,478.2380245502338
483,472.2657398820919,478.2657398820919
484,472.6613530019868,478.6613530019868
485,472.1778740266104,478.1778740266104
486,471.3152785457037,477.3152785457037
487,471.10580000798177,477.10580000798177
488,471.9234991513826,477.9234991513826
489,471.8542800197862,477.8542800197862
490,471.7975416674605,477.7975416674605
491,471.69824842385634,477.69824842385634
492,471.43620997797257,477.43620997797257
493,471.3421559204366,477.3421559204366
494,470.70081025597545,476.70081025597545
495,471.0625224003019,477.0625224003019
496,470.7495591320656,476.7495591320656
497,471.3965523669706,477.3965523669706
498,471.5522616139803,477.5522616139803
499,470.9594156029767,476.9594156029767
500,471.51127831598166,477.51127831598166
501,472.0382111771109,478.0382111771109
502,472.0413659617553,478.0413659617553
503,471.9444446662414,477.9444446662414
504,471.4447241663239,477.4447241663239
505,471.3999793042288,477.3999793042288
506,471.35951930679454,477.35951930679454
507,471.4492189962877,477.4492189962877
508,471.77712065535184,477.77712065535184
509,471.81948148689486,477.81948148689486
510,471.62073376866914,477.62073376866914
511,471.8983238491633,477.8983238491633
512,472.5716113933395,478.5716113933395
513,472.3005086335428,478.3005086335428
514,471.3466726898436,477.3466726898436
515,471.96665305316606,477.96665305316606
516,472.3141915922438,478.3141915922438
517,471.10911478367245,477.10911478367245
518,471.9690663580693,477.9690663580693
519,472.0248493632948,478.0248493632948
520,471.4528536829133,477.4528536829133
521,471.9589766922719,477.9589766922719
522,472.7377500943518,478.7377500943518
523,472.5528661515089,478.5528661515089
524,472.36959044749614,478.36959044749614
525,472.42018132960646,478.42018132960646
526,473.2082051321231,479.2082051321231
527,472.5375437644766,478.5375437644766
528,472.9938764485301,478.9938764485301
529,473.7595427240047,479.7595427240047
530,473.1591642060007,479.1591642060007
531,472.8029573031856,478.8029573031856
532,472.8414296872,478.8414296872
533,473.0527757911121,479.0527757911121
534,472.37953109767295,478.37953109767295
535,473.0512521329475,479.0512521329475
536,472.96086353168585,478.96086353168585
537,472.884440086612,478.884440086612
538,472.7775317287669,478.7775317287669
539,472.77973493140377,478.77973493140377
540,473.3249314370767,479.3249314370767
541,472.5577105111338,478.5577105111338
542,472.9908406713355,478.9908406713355
543,472.0754519755608,478.0754519755608
544,471.2593746698537,477.2593746698537
545,471.3439469529464,477.3439469529464
546,470.1049566043076,476.1049566043076
547,469.7850578712746,475.7850578712746
548,470.3024281734031,476.3024281734031
549,469.9357603774056,475.9357603774056
550,469.6185230461031,475.6185230461031
551,469.7817004583812,475.7817004583812
552,469.63040470537845,475.63040470537845
553,469.9927392400139,475.9927392400139
554,469.9591666164558,475.9591666164558
555,469.87405051983495,475.87405051983495
556,470.0034122366978,476.0034122366978
557,469.83668944151566,475.83668944151566
558,470.1357614075822,476.1357614075822
559,470.38344445420415,476.38344445420415
560,469.962463269048,475.962463269048
561,470.2845039858987,476.2845039858987
562,470.6132012980658,476.6132012980658
563,471.3997479488801,477.3997479488801
564,470.8632519271109,476.8632519271109
565,470.71503432649297,476.71503432649297
566,470.2181287819646,476.2181287819646
567,470.5199486843554,476.5199486843554
568,471.2060219622099,477.2060219622099
569,470.7726591806993,476.7726591806993
570,470.2581645403254,476.2581645403254
571,470.24532537851735,476.24532537851735
572,470.1041948142086,476.1041948142086
573,470.8805628899677,476.8805628899677
574,471.2439999863013,477.2439999863013
575,470.8639709858597,476.8639709858597
576,470.8792877353616,476.8792877353616
577,471.1474749480852,477.1474749480852
578,470.48464992540914,476.48464992540914
579,469.6616042074536,475.6616042074536
580,470.2963547783557,476.2963547783557
581,470.348135807342,476.348135807342
582,470.0914104338762,476.0914104338762
583,470.7847780014535,476.7847780014535
584,470.7479191170054,476.7479191170054
585,471.202483791644,477.202483791644
586,470.9913862918124,476.9913862918124
587,470.0227330451322,476.0227330451322
588,469.9327747479573,475.9327747479573
589,470.6471400137464,476.6471400137464
590,469.3167447143115,475.3167447143115
591,468.85521328713713,474.85521328713713
592,469.01654496335976,475.01654496335976
593,468.7848167797319,474.7848167797319
594,468.6907664235509,474.6907664235509
595,467.67099730367454,473.67099730367454
596,467.5300782235987,473.5300782235987
597,467.4658962682736,473.4658962682736
598,467.2185251579852,473.2185251579852
599,468.0184247757199,474.0184247757199
600,467.6565917741036,473.6565917741036
601,466.81964707274193,472.81964707274193
602,466.7713121508231,472.7713121508231
603,466.8432838424233,472.8432838424233
604,466.6920068311599,472.6920068311599
605,466.26687861072526,472.26687861072526
606,466.28852456453535,472.28852456453535
607,467.0623157792864,473.0623157792864
608,466.8747666122312,472.8747666122312
609,465.7655417989138,471.7655417989138
610,465.89707765703736,471.89707765703736
611,465.9344099136253,471.9344099136253
612,466.3875975573947,472.3875975573947
613,466.5053253466181,472.5053253466181
614,466.97801729391153,472.97801729391153
615,467.5746491612761,473.5746491612761
616,467.634250287936,473.634250287936
617,467.5873951350976,473.5873951350976
618,466.8881875270865,472.8881875270865
619,466.654046420752,472.654046420752
620,467.3002513823096,473.3002513823096
621,467.1998693665083,473.1998693665083
622,466.9444330856326,472.9444330856326
623,466.6614089765372,472.6614089765372
624,466.78683172021874,472.78683172021874
625,466.4635148534037,472.4635148534037
626,466.0232993110218,472.0232993110218
627,466.7491237704796,472.7491237704796
628,466.04999753166936,472.04999753166936
629,465.30282801024816,471.30282801024816
630,464.5509827258017,470.5509827258017
631,465.6295504962415,471.6295504962415
632,464.213122343041,470.213122343041
633,463.5194679601982,469.5194679601982
634,463.2439481788417,469.2439481788417
635,462.7748851111566,468.7748851111566
636,462.7688529856352,468.7688529856352
637,462.5557153273968,468.5557153273968
638,463.28938801665714,469.28938801665714
639,464.1978915945742,470.1978915945742
640,464.681306852192,470.681306852192
641,464.2204808977823,470.2204808977823
642,464.7803040733799,470.7803040733799
643,464.3224296961567,470.3224296961567
644,464.0206715879252,470.0206715879252
645,463.84632426048177,469.84632426048177
646,462.6202494366057,468.6202494366057
647,462.4763491802877,468.4763491802877
648,462.82611460072405,468.82611460072405
649,463.4477088100716,469.4477088100716
650,463.1242219736501,469.1242219736501
651,463.80906567941446,469.80906567941446
652,463.49177575569945,469.49177575569945
653,464.0504681239711,470.0504681239711
654,463.2780719486224,469.2780719486224
655,463.4373910710638,469.4373910710638
656,462.75766568948615,468.75766568948615
657,463.169369249266,469.169369249266
658,463.1397242638509,469.1397242638509
659,463.4891280540156,469.4891280540156
660,463.60924273221696,469.60924273221696
661,463.391529943044,469.391529943044
662,463.2729509094333,469.2729509094333
663,463.4030319259335,469.4030319259335
664,463.0207768461989,469.0207768461989
665,462.7904524499922,468.7904524499922
666,462.5362986066026,468.5362986066026
667,461.6585507794242,467.6585507794242
668,461.6881287528736,467.6881287528736
669,461.6659866321625,467.6659866321625
670,461.4354826967112,467.4354826967112
671,461.8805299474004,467.8805299474004
672,461.1597230927989,467.1597230927989
673,460.39853521506,466.39853521506
674,459.69163958653553,465.69163958653553
675,459.80503776769393,465.80503776769393
676,460.389878738877,466.389878738877
677,459.9782971513621,465.9782971513621
678,460.1583070603608,466.1583070603608
679,458.6663371001245,464.6663371001245
680,458.333319730073,464.333319730073
681,458.2876496522026,464.2876496522026
682,458.262214896409,464.262214896409
683,458.1198232894494,464.1198232894494
684,459.3314515077965,465.3314515077965
685,459.39196901999605,465.39196901999605
686,458.3071052349672,464.3071052349672
687,458.3928569998855,464.3928569998855
688,457.9003216631408,463.9003216631408
689,457.32626042300376,463.32626042300376
690,457.4176459070889,463.4176459070889
691,456.6511152478345,462.6511152478345
692,456.21705370283007,462.21705370283007
693,456.75815920907263,462.75815920907263
694,456.6393277897527,462.6393277897527
695,456.4410087161902,462.4410087161902
696,456.32843500589,462.32843500589
697,456.9416584447602,462.9416584447602
698,457.8147048623361,463.8147048623361
699,457.4409651953318,463.4409651953318
700,457.8711690740048,463.8711690740048
701,457.2742871716566,463.2742871716566
702,457.50398543206,463.50398543206
703,457.53567421185,463.53567421185
704,456.5954276835889,462.5954276835889
705,456.7936880037861,462.7936880037861
706,456.7603435335741,462.7603435335741
707,456.4516219367728,462.4516219367728
708,456.9952082292218,462.9952082292218
709,457.4259522439399,463.4259522439399
710,457.5658096687037,463.5658096687037
711,458.0694011687878,464.0694011687878
712,458.0509434299772,464.0509434299772
713,457.3185154216223,463.3185154216223
714,457.63018715533775,463.63018715533775
715,457.13323477886985,463.13323477886985
716,457.5072203169482,463.5072203169482
717,458.4877223864953,464.4877223864953
718,458.5294537102174,464.5294537102174
719,458.3207240112097,464.3207240112097
720,457.773831811328,463.773831811328
721,457.9457231968364,463.9457231968364
722,457.4682803001961,463.4682803001961
723,457.39369497812186,463.39369497812186
724,458.0178883416236,464.0178883416236
725,459.1443157952818,465.1443157952818
726,459.3306418300172,465.3306418300172
727,459.6710590972075,465.6710590972075
728,459.4670283197445,465.4670283197445
729,459.7884173132325,465.7884173132325
730,459.3990143735986,465.3990143735986
731,459.86158640937794,465.86158640937794
732,458.74112126960296,464.74112126960296
733,458.6588429280404,464.6588429280404
734,458.4545882780972,464.4545882780972
735,458.1120853099283,464.1120853099283
736,458.37568098269753,464.37568098269753
737,458.9976853558073,464.9976853558073
738,458.34392839178383,464.34392839178383
739,457.8299884578003,463.8299884578003
740,458.34422543880095,464.34422543880095
741,459.1653255999767,465.1653255999767
742,459.7880185128261,465.7880185128261
743,459.7643985349732,465.7643985349732
744,459.79597213591154,465.79597213591154
745,458.8322232435864,464.8322232435864
746,458.9861746499696,464.9861746499696
747,458.85637149809554,464.85637149809554
748,459.5742890959172,465.5742890959172
749,459.36770991408906,465.36770991408906
750,459.3997694855919,465.3997694855919
751,458.8625861380917,464.8625861380917
752,458.9252881178064,464.9252881178064
753,459.4010176961719,465.4010176961719
754,458.80845951237575,464.80845951237575
755,458.9470505416248,464.9470505416248
756,459.92757681824577,465.92757681824577
757,459.9958170336639,465.9958170336639
758,459.9909660522333,465.9909660522333
759,459.3957861151155,465.3957861151155
760,459.440806942851,465.440806942851
761,459.4132204513283,465.4132204513283
762,459.4716108537282,465.4716108537282
763,460.0671330239328,466.0671330239328
764,459.7933024238553,465.7933024238553
765,459.7249453887976,465.7249453887976
766,459.85056766383815,465.85056766383815
767,459.6872461837384,465.6872461837384
768,459.3276788996205,465.3276788996205
769,458.7766427042643,464.7766427042643
770,459.1783496284799,465.1783496284799
771,458.57001308035416,464.57001308035416
772,457.8313290956687,463.8313290956687
773,457.3334494184558,463.3334494184558
774,456.9458976674384,462.9458976674384
775,457.1939373356906,463.1939373356906
776,456.8106872647252,462.8106872647252
777,456.48557190193446,462.48557190193446
778,456.5174611902614,462.5174611902614
779,456.6351974107478,462.6351974107478
780,456.2323544307414,462.2323544307414
781,455.8555443682596,461.8555443682596
782,456.2632470608277,462.2632470608277
783,457.0237495486304,463.0237495486304
